user_id,month_x,duration,message_count,totalcost_calls,mb_used,totalcost_messages,totalcost
1004,10.0,341.63,24.0,0.72,14541.63,14.04163,45.01053
1004,10.0,341.63,24.0,0.72,14541.63,14.04163,55.69018
1004,10.0,341.63,24.0,0.72,14541.63,14.04163,52.38859
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,31.70461
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,48.55242
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,54.78632
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,58.27754
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,47.52072
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,45.01053
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,55.69018
1004,11.0,452.98,25.0,0.75,21850.78,21.35078,52.38859
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,31.70461
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,48.55242
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,54.78632
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,58.27754
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,47.52072
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,45.01053
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,55.69018
1004,12.0,352.31,31.0,0.93,21389.29,20.889290000000003,52.38859
1005,12.0,470.22,11.0,0.3299999999999999,17140.17,16.640169999999998,51.07677
1006,11.0,9.32,15.0,0.15,2068.37,14.47859,84.72179
1006,11.0,9.32,15.0,0.15,2068.37,14.47859,257.85146000000003
1006,12.0,54.79,139.0,1.39,29559.08,185.91356,84.72179
1006,12.0,54.79,139.0,1.39,29559.08,185.91356,257.85146000000003
1007,8.0,427.95,51.0,1.53,22051.53,21.55153,55.92003
1007,8.0,427.95,51.0,1.53,22051.53,21.55153,60.30885
1007,8.0,427.95,51.0,1.53,22051.53,21.55153,61.22691
1007,8.0,427.95,51.0,1.53,22051.53,21.55153,59.9827
1007,8.0,427.95,51.0,1.53,22051.53,21.55153,51.16935
1007,9.0,375.83,47.0,1.41,28123.95,27.62395,55.92003
1007,9.0,375.83,47.0,1.41,28123.95,27.62395,60.30885
1007,9.0,375.83,47.0,1.41,28123.95,27.62395,61.22691
1007,9.0,375.83,47.0,1.41,28123.95,27.62395,59.9827
1007,9.0,375.83,47.0,1.41,28123.95,27.62395,51.16935
1007,10.0,610.65,59.0,1.77,36637.41,36.13741,55.92003
1007,10.0,610.65,59.0,1.77,36637.41,36.13741,60.30885
1007,10.0,610.65,59.0,1.77,36637.41,36.13741,61.22691
1007,10.0,610.65,59.0,1.77,36637.41,36.13741,59.9827
1007,10.0,610.65,59.0,1.77,36637.41,36.13741,51.16935
1007,11.0,490.29,48.0,1.44,24334.0,23.834,55.92003
1007,11.0,490.29,48.0,1.44,24334.0,23.834,60.30885
1007,11.0,490.29,48.0,1.44,24334.0,23.834,61.22691
1007,11.0,490.29,48.0,1.44,24334.0,23.834,59.9827
1007,11.0,490.29,48.0,1.44,24334.0,23.834,51.16935
1007,12.0,579.43,50.0,1.5,27786.45,27.28645,55.92003
1007,12.0,579.43,50.0,1.5,27786.45,27.28645,60.30885
1007,12.0,579.43,50.0,1.5,27786.45,27.28645,61.22691
1007,12.0,579.43,50.0,1.5,27786.45,27.28645,59.9827
1007,12.0,579.43,50.0,1.5,27786.45,27.28645,51.16935
1008,10.0,450.21,21.0,0.21,17106.989999999998,98.74893,173.46103
1008,10.0,450.21,21.0,0.21,17106.989999999998,98.74893,218.81644
1008,10.0,450.21,21.0,0.21,17106.989999999998,98.74893,158.08821
1008,11.0,370.94,37.0,0.37,23676.72,144.73704,173.46103
1008,11.0,370.94,37.0,0.37,23676.72,144.73704,218.81644
1008,11.0,370.94,37.0,0.37,23676.72,144.73704,158.08821
1008,12.0,600.29,26.0,0.26,14689.33,81.82531,173.46103
1008,12.0,600.29,26.0,0.26,14689.33,81.82531,218.81644
1008,12.0,600.29,26.0,0.26,14689.33,81.82531,158.08821
1011,6.0,111.68,21.0,0.21,6685.11,25.79577,97.12257
1011,6.0,111.68,21.0,0.21,6685.11,25.79577,201.58147
1011,6.0,111.68,21.0,0.21,6685.11,25.79577,201.57079
1011,6.0,111.68,21.0,0.21,6685.11,25.79577,170.30882
1011,6.0,111.68,21.0,0.21,6685.11,25.79577,226.43945
1011,6.0,111.68,21.0,0.21,6685.11,25.79577,208.79699
1011,6.0,111.68,21.0,0.21,6685.11,25.79577,189.94991
1011,7.0,472.66,53.0,0.53,21046.41,126.32487,97.12257
1011,7.0,472.66,53.0,0.53,21046.41,126.32487,201.58147
1011,7.0,472.66,53.0,0.53,21046.41,126.32487,201.57079
1011,7.0,472.66,53.0,0.53,21046.41,126.32487,170.30882
1011,7.0,472.66,53.0,0.53,21046.41,126.32487,226.43945
1011,7.0,472.66,53.0,0.53,21046.41,126.32487,208.79699
1011,7.0,472.66,53.0,0.53,21046.41,126.32487,189.94991
1011,8.0,433.52,54.0,0.54,21099.37,126.69559,97.12257
1011,8.0,433.52,54.0,0.54,21099.37,126.69559,201.58147
1011,8.0,433.52,54.0,0.54,21099.37,126.69559,201.57079
1011,8.0,433.52,54.0,0.54,21099.37,126.69559,170.30882
1011,8.0,433.52,54.0,0.54,21099.37,126.69559,226.43945
1011,8.0,433.52,54.0,0.54,21099.37,126.69559,208.79699
1011,8.0,433.52,54.0,0.54,21099.37,126.69559,189.94991
1011,9.0,423.96,60.0,0.6,16638.46,95.46922,97.12257
1011,9.0,423.96,60.0,0.6,16638.46,95.46922,201.58147
1011,9.0,423.96,60.0,0.6,16638.46,95.46922,201.57079
1011,9.0,423.96,60.0,0.6,16638.46,95.46922,170.30882
1011,9.0,423.96,60.0,0.6,16638.46,95.46922,226.43945
1011,9.0,423.96,60.0,0.6,16638.46,95.46922,208.79699
1011,9.0,423.96,60.0,0.6,16638.46,95.46922,189.94991
1011,10.0,476.99,64.0,0.64,24575.65,151.02955,97.12257
1011,10.0,476.99,64.0,0.64,24575.65,151.02955,201.58147
1011,10.0,476.99,64.0,0.64,24575.65,151.02955,201.57079
1011,10.0,476.99,64.0,0.64,24575.65,151.02955,170.30882
1011,10.0,476.99,64.0,0.64,24575.65,151.02955,226.43945
1011,10.0,476.99,64.0,0.64,24575.65,151.02955,208.79699
1011,10.0,476.99,64.0,0.64,24575.65,151.02955,189.94991
1011,11.0,449.62,58.0,0.58,22102.97,133.72079000000002,97.12257
1011,11.0,449.62,58.0,0.58,22102.97,133.72079000000002,201.58147
1011,11.0,449.62,58.0,0.58,22102.97,133.72079000000002,201.57079
1011,11.0,449.62,58.0,0.58,22102.97,133.72079000000002,170.30882
1011,11.0,449.62,58.0,0.58,22102.97,133.72079000000002,226.43945
1011,11.0,449.62,58.0,0.58,22102.97,133.72079000000002,208.79699
1011,11.0,449.62,58.0,0.58,22102.97,133.72079000000002,189.94991
1011,12.0,292.55,61.0,0.61,19630.63,116.41441,97.12257
1011,12.0,292.55,61.0,0.61,19630.63,116.41441,201.58147
1011,12.0,292.55,61.0,0.61,19630.63,116.41441,201.57079
1011,12.0,292.55,61.0,0.61,19630.63,116.41441,170.30882
1011,12.0,292.55,61.0,0.61,19630.63,116.41441,226.43945
1011,12.0,292.55,61.0,0.61,19630.63,116.41441,208.79699
1011,12.0,292.55,61.0,0.61,19630.63,116.41441,189.94991
1013,12.0,203.37,16.0,0.16,20113.92,119.79744,191.99114
1014,11.0,149.33,9.0,0.27,1175.59,0.6755899999999999,25.42549
1014,11.0,149.33,9.0,0.27,1175.59,0.6755899999999999,44.96061
1014,12.0,1024.94,64.0,1.92,7792.41,7.29241,25.42549
1014,12.0,1024.94,64.0,1.92,7792.41,7.29241,44.96061
1015,12.0,89.49,68.0,2.04,16098.23,15.59823,40.32293
1016,10.0,162.24,11.0,0.3299999999999999,3669.91,3.16991,28.36711
1016,10.0,162.24,11.0,0.3299999999999999,3669.91,3.16991,51.69333
1016,10.0,162.24,11.0,0.3299999999999999,3669.91,3.16991,54.55167
1016,11.0,610.4,46.0,1.38,27501.33,27.001330000000003,28.36711
1016,11.0,610.4,46.0,1.38,27501.33,27.001330000000003,51.69333
1016,11.0,610.4,46.0,1.38,27501.33,27.001330000000003,54.55167
1016,12.0,731.41,38.0,1.14,26969.37,26.46937,28.36711
1016,12.0,731.41,38.0,1.14,26969.37,26.46937,51.69333
1016,12.0,731.41,38.0,1.14,26969.37,26.46937,54.55167
1017,8.0,55.26,5.0,0.15,2128.53,1.6285299999999998,23.43633
1017,8.0,55.26,5.0,0.15,2128.53,1.6285299999999998,55.28472
1017,8.0,55.26,5.0,0.15,2128.53,1.6285299999999998,60.29295
1017,8.0,55.26,5.0,0.15,2128.53,1.6285299999999998,50.33324
1017,8.0,55.26,5.0,0.15,2128.53,1.6285299999999998,55.42238
1017,9.0,335.86,41.0,1.23,24478.92,23.97892,23.43633
1017,9.0,335.86,41.0,1.23,24478.92,23.97892,55.28472
1017,9.0,335.86,41.0,1.23,24478.92,23.97892,60.29295
1017,9.0,335.86,41.0,1.23,24478.92,23.97892,50.33324
1017,9.0,335.86,41.0,1.23,24478.92,23.97892,55.42238
1017,10.0,375.49,35.0,1.05,28478.25,27.97825,23.43633
1017,10.0,375.49,35.0,1.05,28478.25,27.97825,55.28472
1017,10.0,375.49,35.0,1.05,28478.25,27.97825,60.29295
1017,10.0,375.49,35.0,1.05,28478.25,27.97825,50.33324
1017,10.0,375.49,35.0,1.05,28478.25,27.97825,55.42238
1017,11.0,362.34,29.0,0.87,19093.04,18.59304,23.43633
1017,11.0,362.34,29.0,0.87,19093.04,18.59304,55.28472
1017,11.0,362.34,29.0,0.87,19093.04,18.59304,60.29295
1017,11.0,362.34,29.0,0.87,19093.04,18.59304,50.33324
1017,11.0,362.34,29.0,0.87,19093.04,18.59304,55.42238
1017,12.0,450.86,42.0,1.26,21136.58,20.63658,23.43633
1017,12.0,450.86,42.0,1.26,21136.58,20.63658,55.28472
1017,12.0,450.86,42.0,1.26,21136.58,20.63658,60.29295
1017,12.0,450.86,42.0,1.26,21136.58,20.63658,50.33324
1017,12.0,450.86,42.0,1.26,21136.58,20.63658,55.42238
1018,10.0,173.67000000000002,3.0,0.09,8722.35,8.22235,33.52245
1018,10.0,173.67000000000002,3.0,0.09,8722.35,8.22235,37.972930000000005
1018,10.0,173.67000000000002,3.0,0.09,8722.35,8.22235,50.56755
1018,11.0,601.88,5.0,0.15,15266.53,14.76653,33.52245
1018,11.0,601.88,5.0,0.15,15266.53,14.76653,37.972930000000005
1018,11.0,601.88,5.0,0.15,15266.53,14.76653,50.56755
1018,12.0,447.9,8.0,0.24,17390.55,16.89055,33.52245
1018,12.0,447.9,8.0,0.24,17390.55,16.89055,37.972930000000005
1018,12.0,447.9,8.0,0.24,17390.55,16.89055,50.56755
1019,11.0,41.38,24.0,0.72,3012.91,2.51291,24.47431
1019,11.0,41.38,24.0,0.72,3012.91,2.51291,64.72717
1019,12.0,441.98,128.0,3.84,28127.77,27.62777,24.47431
1019,12.0,441.98,128.0,3.84,28127.77,27.62777,64.72717
1020,11.0,405.3,1.0,0.03,12000.34,11.50034,43.68934
1020,11.0,405.3,1.0,0.03,12000.34,11.50034,53.61068
1020,12.0,475.72,3.0,0.09,19749.08,19.249080000000003,43.68934
1020,12.0,475.72,3.0,0.09,19749.08,19.249080000000003,53.61068
1023,7.0,40.13,5.0,0.15,9096.97,8.596969999999999,29.95087
1023,7.0,40.13,5.0,0.15,9096.97,8.596969999999999,31.67159
1023,8.0,66.66,6.0,0.18,9991.79,9.491790000000002,29.95087
1023,8.0,66.66,6.0,0.18,9991.79,9.491790000000002,31.67159
1026,7.0,152.12,9.0,0.09,4822.35,12.756450000000005,84.36765
1026,7.0,152.12,9.0,0.09,4822.35,12.756450000000005,109.77997
1026,8.0,183.52,13.0,0.13,8402.11,37.81477,84.36765
1026,8.0,183.52,13.0,0.13,8402.11,37.81477,109.77997
1027,7.0,327.9,18.0,0.54,11516.06,11.01606,41.39306
1027,7.0,327.9,18.0,0.54,11516.06,11.01606,50.4801
1027,7.0,327.9,18.0,0.54,11516.06,11.01606,46.05936
1027,7.0,327.9,18.0,0.54,11516.06,11.01606,44.55865
1027,7.0,327.9,18.0,0.54,11516.06,11.01606,46.95944
1027,7.0,327.9,18.0,0.54,11516.06,11.01606,42.42853
1027,8.0,341.3,13.0,0.39,20351.1,19.8511,41.39306
1027,8.0,341.3,13.0,0.39,20351.1,19.8511,50.4801
1027,8.0,341.3,13.0,0.39,20351.1,19.8511,46.05936
1027,8.0,341.3,13.0,0.39,20351.1,19.8511,44.55865
1027,8.0,341.3,13.0,0.39,20351.1,19.8511,46.95944
1027,8.0,341.3,13.0,0.39,20351.1,19.8511,42.42853
1027,9.0,304.12,12.0,0.36,17075.76,16.57576,41.39306
1027,9.0,304.12,12.0,0.36,17075.76,16.57576,50.4801
1027,9.0,304.12,12.0,0.36,17075.76,16.57576,46.05936
1027,9.0,304.12,12.0,0.36,17075.76,16.57576,44.55865
1027,9.0,304.12,12.0,0.36,17075.76,16.57576,46.95944
1027,9.0,304.12,12.0,0.36,17075.76,16.57576,42.42853
1027,10.0,393.25,12.0,0.36,12901.15,12.40115,41.39306
1027,10.0,393.25,12.0,0.36,12901.15,12.40115,50.4801
1027,10.0,393.25,12.0,0.36,12901.15,12.40115,46.05936
1027,10.0,393.25,12.0,0.36,12901.15,12.40115,44.55865
1027,10.0,393.25,12.0,0.36,12901.15,12.40115,46.95944
1027,10.0,393.25,12.0,0.36,12901.15,12.40115,42.42853
1027,11.0,377.32,10.0,0.3,15839.84,15.33984,41.39306
1027,11.0,377.32,10.0,0.3,15839.84,15.33984,50.4801
1027,11.0,377.32,10.0,0.3,15839.84,15.33984,46.05936
1027,11.0,377.32,10.0,0.3,15839.84,15.33984,44.55865
1027,11.0,377.32,10.0,0.3,15839.84,15.33984,46.95944
1027,11.0,377.32,10.0,0.3,15839.84,15.33984,42.42853
1027,12.0,270.9,13.0,0.39,14411.53,13.91153,41.39306
1027,12.0,270.9,13.0,0.39,14411.53,13.91153,50.4801
1027,12.0,270.9,13.0,0.39,14411.53,13.91153,46.05936
1027,12.0,270.9,13.0,0.39,14411.53,13.91153,44.55865
1027,12.0,270.9,13.0,0.39,14411.53,13.91153,46.95944
1027,12.0,270.9,13.0,0.39,14411.53,13.91153,42.42853
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,273.35082
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,303.96909000000005
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,272.51739999999995
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,289.48831
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,322.13879999999995
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,324.00591
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,235.96515
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,357.79188
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,342.79438
1028,3.0,37.01,66.0,0.66,31902.96,202.32072,302.3581300000001
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,273.35082
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,303.96909000000005
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,272.51739999999995
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,289.48831
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,322.13879999999995
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,324.00591
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,235.96515
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,357.79188
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,342.79438
1028,4.0,49.41,77.0,0.77,36243.57,232.70499,302.3581300000001
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,273.35082
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,303.96909000000005
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,272.51739999999995
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,289.48831
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,322.13879999999995
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,324.00591
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,235.96515
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,357.79188
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,342.79438
1028,5.0,62.97,84.0,0.84,31721.1,201.0477,302.3581300000001
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,273.35082
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,303.96909000000005
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,272.51739999999995
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,289.48831
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,322.13879999999995
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,324.00591
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,235.96515
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,357.79188
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,342.79438
1028,6.0,44.0,66.0,0.66,34198.33,218.38831,302.3581300000001
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,273.35082
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,303.96909000000005
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,272.51739999999995
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,289.48831
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,322.13879999999995
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,324.00591
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,235.96515
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,357.79188
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,342.79438
1028,7.0,50.19,85.0,0.85,38826.7,250.7869,302.3581300000001
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,273.35082
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,303.96909000000005
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,272.51739999999995
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,289.48831
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,322.13879999999995
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,324.00591
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,235.96515
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,357.79188
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,342.79438
1028,8.0,71.55,74.0,0.74,39078.63,252.55041,302.3581300000001
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,273.35082
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,303.96909000000005
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,272.51739999999995
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,289.48831
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,322.13879999999995
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,324.00591
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,235.96515
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,357.79188
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,342.79438
1028,9.0,33.89,68.0,0.68,26563.75,164.94625,302.3581300000001
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,273.35082
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,303.96909000000005
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,272.51739999999995
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,289.48831
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,322.13879999999995
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,324.00591
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,235.96515
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,357.79188
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,342.79438
1028,10.0,34.02,73.0,0.73,43960.24,286.72168,302.3581300000001
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,273.35082
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,303.96909000000005
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,272.51739999999995
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,289.48831
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,322.13879999999995
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,324.00591
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,235.96515
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,357.79188
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,342.79438
1028,11.0,64.74,77.0,0.77,41768.14,271.37698,302.3581300000001
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,273.35082
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,303.96909000000005
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,272.51739999999995
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,289.48831
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,322.13879999999995
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,324.00591
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,235.96515
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,357.79188
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,342.79438
1028,12.0,40.68,74.0,0.74,36030.19,231.21133000000003,302.3581300000001
1029,8.0,40.63,2.0,0.06,618.95,0.11895,21.39785
1029,8.0,40.63,2.0,0.06,618.95,0.11895,39.95646
1029,8.0,40.63,2.0,0.06,618.95,0.11895,42.11599
1029,8.0,40.63,2.0,0.06,618.95,0.11895,37.22112
1029,8.0,40.63,2.0,0.06,618.95,0.11895,43.85004
1029,9.0,715.58,9.0,0.27,13719.06,13.21906,21.39785
1029,9.0,715.58,9.0,0.27,13719.06,13.21906,39.95646
1029,9.0,715.58,9.0,0.27,13719.06,13.21906,42.11599
